polarity,tweet
0.5,Officialj0nn Lakers ToyotaSoCal W0nn if better than LeChoke
0,Lakers ToyotaSoCal Thought Lebron wasnt playing phew
-0.388888889,GoatJamesSZN Lakers ToyotaSoCal Tough
0,Officialj0nn Lakers ToyotaSoCal Incoming ratio
-0.25,Lakers ToyotaSoCal Bruh how Kuzma not starting wtf
0,Lakers ToyotaSoCal NO AC AND NO AD WE GOTTA HOOP LETS GO BRON I NEED 40
0,Lakers ToyotaSoCal No AD tonight
0,Lakers ToyotaSoCal Incoming L
0,Lakers ToyotaSoCal When is LeBron gonna rest
0.6,Lakers ToyotaSoCal Yall are garbage the knicks own you
0.7,Lakers ToyotaSoCal I was smoking with bronny when he asked if i think his father is good I almost lied but i
0.225,Let me just fess up now lol MELOD1P is now my 2nd favorite player behind StephenCurry30 but my Lakers still my
-0.333333333,MagicJohnson Hey And you are still looking at The Ball family WAS NOT ENOUGH with one of the worst 2nd picks i
0,Lakers MONSTATREZZ Keefmorris Im guessing lebron dropping 40 tonight
0,Lakers kylekuzma MY LAKERS ARE KICKING ASSNOMOTALK
0,Lakers MONSTATREZZ Keefmorris Showtime
0.136363636,Lakers kylekuzma LakeShow in preparation as i dropped a new vibe on em zayata
0,4Weirder Lakers MONSTATREZZ Keefmorris Dont tweet poverty account get a job
0,MagicJohnson LaMelo is what you though LonZo would be MagicJohnson Lakers
0,Lakers kylekuzma I cant watch the Lakers unfortunatelyspectrum sportsnet spectrumdown No Cable No I
0.8,Lakers MONSTATREZZ Keefmorris Win lake show
0,gmartin21 Lakers MONSTATREZZ Keefmorris Wrolls
0.6,Lakers MONSTATREZZ Keefmorris Nice Nets in 4
0.5,Lakers kylekuzma win a real ring
-0.4,NBA warriors That punk will NEVER win another title while KingJames is a Lakers
0,Kenshiro771 Lakers MONSTATREZZ Keefmorris ratio
0.8,Lakers MONSTATREZZ Keefmorris Dont tweet poverty franchise win an untainted ring
0,Officialj0nn Lakers MONSTATREZZ Keefmorris Ratio
0,Lakers MONSTATREZZ Keefmorris Markieff looked like ja ale for a second
0.8,Lakers MONSTATREZZ Keefmorris LETS WIN TONIGHT BOYS
0.5,Lakers MONSTATREZZ Keefmorris win a real ring
0,Lakers MONSTATREZZ Keefmorris Nets in 4
0,Lakers MONSTATREZZ Keefmorris Nobody cares
0,Lakers MONSTATREZZ Keefmorris Lets get it
0.7,Lakers MONSTATREZZ Keefmorris I was smoking with bronny when he asked if i think his father is good I almost
0,Lakers MONSTATREZZ Keefmorris LETS GET A W TONIGHT
0,Lakers MONSTATREZZ Keefmorris Here before trolls
0,Lakers MONSTATREZZ Keefmorris Trade Adisney
0,Yo Lakers bring back Lance
0.4,Lakers kylekuzma kylekuzma bodies this fit though
0.15,cinemapayyan Lakers Utah is still no 1 with 19 wins Lakersare still second bro
0.6,NathanH89534031 BammyBurner Lakers beatsbydre KingJames ACFresh21 30129 on 59 lmao wHaT aBoUt iT
0.5,SpectrumSN ModeloUSA Im Victor Sepulveda out Hawthorne ca and I love my lakers with a passion LakeShow
0,BammyBurner heelsbasket Lakers beatsbydre KingJames ACFresh21 Yall got bitched by Bron doofus
0.4,Project42226247 Lakers QCook323 Have a good evening young man
0.5,heelsbasket lakersn5ive Lakers beatsbydre KingJames ACFresh21 Ok just my opinion on tho
0.2,Lakers beatsbydre KingJames ACFresh21 Caruso pelond out and ready
0,Lakers kylekuzma Dope jacket
0,BammyBurner lakersn5ive Lakers beatsbydre KingJames ACFresh21 I just dont see it
0,BammyBurner lakersn5ive Lakers beatsbydre KingJames ACFresh21 I dont think so Maybe a week or two ago though
0,Tonight 7 PM Lakers takes on okcthunder cant wait LetsGoLakers LakeShow LakersNation
0.35,heelsbasket lakersn5ive Lakers beatsbydre KingJames ACFresh21 Bam isnt as good as kd tho so its different
0.5,heelsbasket lakersn5ive Lakers beatsbydre KingJames ACFresh21 Still top 2 in mvp imo
-0.4,Lakers kylekuzma NegroDamn fuck
0,Lakers kylekuzma i just been dominatin BlackHistoryMonth zayata
0,BrowtoBron Lakers QCook323 got 400 and im 16 my guy i would bet 75 Warriors would beat the Lakers in the playoff
0,Lakers kylekuzma Massive W
0,Lakers kylekuzma Of The Who
0,BammyBurner lakersn5ive Lakers beatsbydre KingJames ACFresh21 So did KD so keep the same energy
0.8,Lakers kylekuzma Lebron James came to Los Angeles to win championships with us
0.5,lakersn5ive BammyBurner Lakers beatsbydre KingJames ACFresh21 Thats more than I thought I forgot he missed
0.5,Lakers kylekuzma win a real ring disney boys
-0.2,BammyBurner lakersn5ive Lakers beatsbydre KingJames ACFresh21 Its Embiid then LeBron Jokic completely shit the bed against LA
0,heelsbasket BammyBurner Lakers beatsbydre KingJames ACFresh21 And counting
0,BammyBurner lakersn5ive Lakers beatsbydre KingJames ACFresh21 KD has missed 75 games
0.025,Fun Fact The Lakers are on a 50 under run in their past 5 games decided in regulation Will that trend continue
0,Lakers beatsbydre KingJames ACFresh21 hey is that kingjames you know the guy who was complaining because he
0,Project42226247 Lakers QCook323 You like 15 fam you dont got no money to bet Bron playing nuts rn warriors
0.142857143,BrowtoBron Lakers QCook323 Like i said he is not playing like last season and you just proved me right i wil eve
-0.4,Project42226247 Lakers QCook323 Bro its the 2 month into the season Lakers are coasting and are a game out of
1,heelsbasket lakersn5ive Lakers beatsbydre KingJames ACFresh21 Hes the best player in the league but the mvp
0,BammyBurner Lakers SpectrumSN He Already Has 4 Rings
0.666666667,Earvin Magic Johnson is one of the greatest basketball players of all time Magic had dyslexia and struggled to r
0,lakersn5ive heelsbasket Lakers beatsbydre KingJames ACFresh21 Never said they were But butler hasnt even pl
0.1,LakerCentral365 Alive already when Wilt and West won an NBA Championship crown for the Lakers in the early 70s
3.70E-17,lakersn5ive Lakers beatsbydre KingJames ACFresh21 We been good Got covid So we started off bad now we getting back on track
0.1,seanthorp Dodgers Lakers TBLightning Buccaneers I think this is the most negative thing Ive ever seen you write
-1,DanWoikeSports Almighty God protect LBJ from evil eye KingJames Lakers
0,Lakers beatsbydre KingJames ACFresh21 Truly King
0.116666667,BrowtoBron Lakers QCook323 A couple rookies average more than bron in everything they went double OT to the pis
0.5,Lakers QCook323 QCook323 where did you get your shorts and mask from my son would love it hes a ride or die Laker fan
0,AtlanticArctic Lakers beatsbydre KingJames ACFresh21 Youre a laker fan
0,HeadlineZooo USATODAY Lakers JeanieBuss KingJames Puts
0.35,Lakers QCook323 good job on winning last nightyall really snitched those ankles
0.5,BrowtoBron Lakers QCook323 100 percent bron is playing ok
0,Project42226247 Lakers QCook323 You dont believe that for a second
-0.066666667,BrowtoBron Lakers QCook323 Cap by time its playoffs wisemen coming back we locking that shit up just like last time when yall lost
0.198148148,USATODAY Pretty sure the Lakers will accept You dont turn down an invitation by any president not enabled by R
0.198148148,Pretty sure the Lakers will accept You dont turn down an invitation by any president not enabled by Russia Ma
0.533333333,Lakers beatsbydre KingJames ACFresh21 As an honest Flakers fan win a real ring
0,32295pts Lakers SpectrumSN Carried by wade not my goat
-0.020833333,lakeshowwess Lakers Lets focus on hard cap first
-0.35,Lakers AntDavis23 There are at least 3 Lakers that should be the allstar game
0,Project42226247 Lakers QCook323 Curry for 3 got it hes up to 45 tonight and the warriors cut the lead to 17
-0.25,BammyBurner heelsbasket Lakers beatsbydre KingJames ACFresh21 Bam and Butler not top 7
0,32295pts Lakers SpectrumSN Imagine getting carried by wade
0,BammyBurner Lakers beatsbydre KingJames ACFresh21 How has the heat been
0,heelsbasket Lakers beatsbydre KingJames ACFresh21 What bout it
0.5,lakersn5ive heelsbasket Lakers beatsbydre KingJames ACFresh21 Hes not even top 5 in mvp race rn
0,Lakers beatsbydre KingJames ACFresh21 So yall ignoring the fact that he creasing his Jordan 1s
-0.166666667,Lakers beatsbydre KingJames ACFresh21 LeBron wthe black air forces Yeah he dropping 50
0,Lakers QCook323 Curry finna bust yall ass in the playoffs
0,BammyBurner Lakers beatsbydre KingJames ACFresh21 Heat fan
0.2,32295pts Lakers SpectrumSN Year 18 and still cant catch up to the real goat in rings
0,Lakers beatsbydre KingJames ACFresh21 Curry finna buss yall ass in the playoffs
0,eshuman34 Lakers QCook323 God bless
0.5,BammyBurner heelsbasket Lakers beatsbydre KingJames ACFresh21 Hes the most valuable player and hell continue to prove it
0,BammyBurner Lakers beatsbydre KingJames ACFresh21 Go cry to sleep
0,BammyBurner Lakers beatsbydre KingJames ACFresh21 Hell nah
0,KEarls32 Lakers QCook323 And AC too
0,BojanBurner Lakers beatsbydre KingJames ACFresh21 Got to get past the Nuggets first
0.5,Officialj0nn Lakers beatsbydre KingJames ACFresh21 Aaron Rodgers is 240 when trailing by more than one point
0,allstarvg Lakers beatsbydre KingJames ACFresh21 Lebron is a fraud
0,Lakers QCook323 AD out tonight
0,jordan200019 Lakers beatsbydre KingJames ACFresh21 Yessir
0,Lakers beatsbydre KingJames ACFresh21 The Goat and LeBron
0,heelsbasket Lakers beatsbydre KingJames ACFresh21 What mvp case
0,Lakers beatsbydre KingJames ACFresh21 Bron bolstering his MVP case tonight
1,Lakers beatsbydre KingJames ACFresh21 GREATEST OF ALL TIME
0,Lakers beatsbydre KingJames ACFresh21 STACK THE DECK SEND JIMMY TO THE BUCKS BEAL TO THE CLIPS AND BAM TO TH
0.5,Lakers beatsbydre KingJames ACFresh21 sent able
0,Lakers beatsbydre KingJames ACFresh21 Lets goooo
0.8,Lakers beatsbydre KingJames ACFresh21 Win lakers
0.5,ixsxaxcxc Lakers beatsbydre KingJames ACFresh21 win a real job
0,Lakers beatsbydre KingJames ACFresh21 THT locking up 30 points tonight
0.5,Lakers beatsbydre KingJames ACFresh21 Win a real ring
0,Lakers beatsbydre KingJames ACFresh21 Lecumshot has no rings in my eyes2012 Superteam2013 Superteam2016
0.533333333,Lakers beatsbydre KingJames ACFresh21 Please win a real ring Coming from a honest Lakers fan
0,Lakers beatsbydre KingJames ACFresh21 lebron walks the walk and talks the talk no migos tho
0.8,Lakers beatsbydre KingJames ACFresh21 Please win
0,Lakers beatsbydre KingJames ACFresh21 Jazz in 4
0.5,Lakers beatsbydre KingJames ACFresh21 Nobody does it better
-0.1,2 Lakers out tonight vs OKCAD w achilles soreness amp Alex Caruso w jammed fingers swelling As it stands curre
0,SportsCenter NBAHistory Lakers can we get this pullover PUUUUUHLEEASE
0.6,SznBrooklyn Lakers MichelobULTRA they did real win a real ring bc u dont have any
-0.125,PropesStetron Fred47447693 Lakers We beat 1 one of them lost to one and didnt play the other Didnt yall blo
0,That Lakers mugBranding PromoProducts
0,gotgamecanada lakeshowwess Lakers Yep forgot about him too
-0.05625,This is going to sound harsh but Lakers have to deal Kyle Kuzma before he loses another step Other players are d
-0.8,Oh crap Lakers are about to lose tonight
0,Lakers lets go KingJames lakeshow
0,FOR THE UNINITATED I READ A STORY ABOUT SHANE MCmAHONS CHOPPA TAKING A DOUBLE Lakers SEWA DRIVE WHEN ALL HE WAS
0,found this in my facebook memories today a copy of lakers newsletter and fan club me ans christinetle tried get
0.068181818,POTUS will invite the new SuperBowl champions the Buccaneers and last seasons NBA champions the Lakers
0,Lakers back at 1 in the power rankings nba NBATwitter
0,lakeshowwess Lakers Yea cuz Marc Gasol isnt it
0,lakers Bring the brinks truck to these announcers
0,History Dodgers x Lakers
0,kobehighlight Lakers still have jack no kobe
1,EPtheDreamer fatkevin22 Lakers AntDavis23 22 9 and 3 on 53 shooting on the best team in the league isnt all
0,Episode 71 So this Courtside Karen wished to speak to the manager after getting kicked out of a Los Angeles
-0.4,Game day Lets Go Champs LakeShow Lakers
0,Lakers MichelobULTRA Dennis the menace mamba mentality 101
0,JulieRi39597096 Lakers thank you
0.4,lakerangel14 Lakers Enjoy your evening sweetie
0.6,KingJames Lakers PLEASE TRADE FOR DERICK ROSE I WANT HIM TO GET A CHAMPIONSHIP SOO BADD
0,HollinsThaGoat Lakers MichelobULTRA They friends why we comparing
0.25,Arun12321972 Lakers Just a week more of shooting left Then one portion to be shot abroad Post production has begun
-0.4,yes Im off tonight yes Im watching DestinationFear on DiscoveryPlus until the Lakers game is on at 7pm pst
0,Ash Catchem I gotta have em all NBASTORE JeanieBuss Lakers LakeShow NBA Pokemon DetPikachuMovie KingJames
0,MarkBermanFox26 boogiecousins Lakers Boogie you deserve it
-0.2,FanDuel open up those alt point parlay for the Lakers game already Damn
0,THT for Jarrett Allen Lets do this Lakers
-0.5,BammyBurner TheGoated1one Lakers SpectrumSN nah nigga YOURE weird
0.6,Honestly Lakers dont play AntDavis23 until after the allstar break We need an abundance of caution on the quest for the chip
0.5,the Lakers really my favorite team
0,Lakers SpectrumSN go LeBron
-0.083333333,I decorated my classroom door for Black History Month Shoutout to KingJames for being such a leader both on and o
0,Lakers MichelobULTRA Dont Care Jazz in 4
0,Lakers SpectrumSN Dont care Jazz in 4
0.5,jim12345678967 Fred47447693 Lakers Celticsbucks and nuggets are all top 5 teams and we beat themand at l
0.285714286,Lakers NBA LBJKing6 Update Anthony Davis right Achilles tendonosis is inactive against the Oklahoma City T
0,Lakers MichelobULTRA Lakeshow baby
0,NBA Predictions 28HoustonRockets lt hornets WashWizards lt chicagobulls Raptors gt memgrizz Timberwolves
0.05,Lakers AntDavis23 No he doesnt Constantly taking nights off wont play back to back Lebron is the real Laker leader
0,TeamLou23 Lakers LAKESHOW NBA Bring Em Bac
0.2,SLAMonline SLAMRewind And a whole lot of lakers
0,StackyforEssex MetsDelusional Lakers they both avg 25
0,Lakers Dont go chasing waterfalls stick to rivers amp the lakers like youre used too me
0.3,Lakers Cincoro Expect 4 wins
0,Lakers Lets go Lakers
0,Todays player was a 14 year vet who played for 7 franchises A 66 PG who won 3 NBA titles with the Lakers he
0,Lakers trade for drose
0.5,TicketManager Fulfillment team at it again shipping out for Verizon Train Like A Pro Orlando Magic Yoga Mats
0.1,djhughes1599 Lakers Fuck no lakeshow squad good we need to get another big thats what we need
0,NotPatBev JimmerHere AngryGrandpa301 Officialj0nn Lakers Cincoro Shut up lebron
0,JeffreyBelve Lakers WashWizards WizardsFrance WizardsFR WashWizardsFr LakersNationFR LakeShowBelgium
0.05,28032003Lakers VS WashWizards Legendary Game Series Last Michael Jordan VS Kobe Bryant Game Kobe
-0.3125,Brando9041 MetsDelusional Lakers Does that mean Kawhi gets carried by PG
0.5,lakeshowwess Lakers Give kuz and trezz more minutes alongside gasol
0.166666667,Lakers when is Thortontucker classic jersey going to be sold
0,For those waking up from a fouryear slumberA short time ago neither the Buccaneers nor the Lakers could have
0.136363636,Today TheSportsLodge has jeffrichadiha to talk SuperBowl at 325 New Angels SP Alex Cobb at 340 awitrado ta
0,kobebryant from the Lakers Now thats paper therealjuicyj
0,lakeshowwess Lakers Trying to get bought out and back home big dawg
-0.2,KevinGarnett5KG So those chicagobulls teams wouldnt dominate or MagicJohnson and his Lakers wouldnt destroy o
0.2,Those were the days boy No man on this planet could contend with Shaq Please check our my article Thanks
0.5,My ambushdesign x Nike x Lakers jersey just came and Im in love
0.375,lakeshowwess Lakers Preach I know rich Paul and em cooking something up
0,darrenrovell VeniceMase ROBERT HORRY HAS WON 7 LAKERS LAIreland NBA RKHorry
0,nealberk Happened after Lakers Dodgers and AlabamaFTBL won it all And this is just not happening in the US
0.5,Michael Jordan will unretire and sign with the Lakers or LAClippers and chase one more ri g so Brady doesnt have
0,LegionHoops bring me back Lakers
0.5,Lakers AntDavis23 No dont vote our guys in this year Keep them safe
0.4,MrIzzy0714 MindedSoldier lakeshowwess Lakers No Im saying drummond is a free agent this summer already so him
0,KingRowson MrIzzy0714 lakeshowwess Lakers Matthews and cook and some draft picks
0.65,Just as in Los Angeles after the Lakers and LosDodgers win but you would think the more people see the devastati
0,KingRowson MrIzzy0714 lakeshowwess Lakers We might as well just get Whiteside that would move gasol to the bench
0,KingRowson MrIzzy0714 lakeshowwess Lakers Gasol not leaving
0,Lakers MichelobULTRA Is markeif playing tonight
0.8,MrIzzy0714 MindedSoldier lakeshowwess Lakers We talking about a 22 mill buy out though lol and hes already fr
0.6,lakeshowwess Lakers Hassan Whiteside would be a great fit and an upgrade
-0.1,MarkBermanFox26 boogiecousins Lakers They handing out pity rings
0,Lakers 4 Life
0,KingRowson MindedSoldier lakeshowwess Lakers Only scenario Lakers get another big if Gasol himself is traded w
0.5,Lakers MichelobULTRA Win a real ring frauds
0,MindedSoldier KingRowson lakeshowwess Lakers Only way if hes bought out amp signs for the minimum wit us which
-0.1,LauraMWilde1 Dodgers Lakers While Im a lifelong Dodgers and Rams fan growing up in Portland made me a TrailBlazers by birth
0.8,Get me that birthday win tonight Lakers
0,I hope Lakers can get his back
0.25,MindedSoldier MrIzzy0714 lakeshowwess Lakers I wouldnt do this personally cause I love kuz but if lakers was
0,JsForWeeks SneakerAdmirals nikestore snkrtwitr iAmTMCII BIvymusic JamarroBrown Lakers brkicks Miss seeing these
0.7,Good luck to my favourite team lakers
0,MindedSoldier MrIzzy0714 lakeshowwess Lakers I would assume the Cavs would want something valuable in trade I
0,NBA Basketball Tonight at 10 pm ET Thunder 1012 at Lakers 186 Lakers have won 4 in a row Thunder lost by 2
0.25,lebron on his first year with lakers didnt even make the playoffs while TomBrady on his first year with the
0,Lakers MichelobULTRA ACFresh21 killing it
0,Lakers MichelobULTRA The Goat has the number 1 spot
0.5,Lakers MichelobULTRA Win a real ring
0,EconomPic therealyoon Lakers The heater Fox is on while Lonzo is rumored to be on the trading block is every
0,therealyoon SJD10304 Lakers Lets go
0,SznBrooklyn Lakers MichelobULTRA No life
0,kobehighlight Lakers You were the caretaker Oops that was from a movie
0,Lakers MichelobULTRA Sit Bron tonight
0,I put 350 on the Lakers tonight please dont let me fall Lakers KingJames teemainy
0.8,Lakers Win lake show
0.8,Lakers Cincoro Win lakeshow
0,QB1Lamar Lakers MichelobULTRA hold this ratio kid
0.8,Lakers SpectrumSN Win lake show
0,SznBrooklyn Lakers MichelobULTRA get ratiod kid
0.7,Officialj0nn Lakers MichelobULTRA I was smoking with bronny when he asked if i think his father is good I alm
0,bamaddamayo Lakers AntDavis23 Nah the Heat the bubble frauds
0.52,Lakers MichelobULTRA Please win a real ring As a honest Lakers fan we NEED to win a real ring
0,SznBrooklyn Lakers MichelobULTRA You obviously have no life
0.25,SznBrooklyn Lakers MichelobULTRA You the first comment you no life
0,Lakers MichelobULTRA Let me guess there all fraud plays set up by refs
0.375,EZMONEYSNIPAGOD Lakers MichelobULTRA Friendly counter
0.7,Lakers MichelobULTRA BrongtTom Goat Wise
0.5,Lakers MichelobULTRA Win a real ring
-0.25,Lakers MichelobULTRA Small club
0.5,Lakers MichelobULTRA Win a real ring
0,Lakers MichelobULTRA Ratio
-0.1875,Lakers SpectrumSN Stats say that with a little bit of effort the Lakers will extend the streak
0,KingRowson MrIzzy0714 lakeshowwess Lakers How could we get Drummond
0,KingRowson MrIzzy0714 lakeshowwess Lakers Yea heard Nets want Drummond
0.5,Lakers Harden amp KD are in the top 10 for min PG a plus for AD amp Lebron not even in the top 20 the upside of thi
0,Lakers SpectrumSN Load manage Ad and lebron save it for the chip 1 seed doesnt matter
0,Was the Achilles tendon supposed to give way tonight AntDavis23 Lakers LakersThunder WesternConference
0.2,BammyBurner Lakers SpectrumSN Ironic
-0.3125,MrIzzy0714 MindedSoldier lakeshowwess Lakers I mean yeah but considering his play this year and the salary he
0,MindedSoldier KingRowson lakeshowwess Lakers Drummond is possible wit a buyout from Cleveland
0.25,Lakers SpectrumSN TREZZZ top 10 in TS this year BIG MAN SIGNING keep up that WORK
0,OlivingstonTV Lakers Ive seen Ewing get close
-0.3,Lakers AntDavis23 He sucks he couldnt get 10 rebounds in 6 quarters Vs the Pistons without Griffin off WuTan
0,Does everyone know Football is not an American sport Its a derivative of Rugby It was not created in US Bask
0.216666667,KingRowson MrIzzy0714 lakeshowwess Lakers Yea I dont think we have enough for Drummond We can get Whiteside easy tho
0.136363636,LakerChatter kylekuzma Lakers NEW LakeShow Anthony Davis is dealing with achilles tendinosis What is that
-0.375,MindedSoldier MrIzzy0714 lakeshowwess Lakers Drummond makes alot but those 15 16 rebounds he average is crazy
0.136363636,Lakers AntDavis23 NEW LakeShow Anthony Davis is dealing with achilles tendinosis What is that TFD foot and
0.666666667,PropesStetron Fred47447693 Lakers What 3 of the best Ok yall better than the piston and shouldnt lost without
0.566666667,Officialj0nn Lakers AntDavis23 What about the buccaneers bubble ring Win a ring Super Bowl ring
0,iHateLeGOAT Lakers SpectrumSN Weep
0.1875,EPtheDreamer hustlegangtj Lakers AntDavis23 again back to the original point he hasnt shown to be an all sta
-0.5,TheGoated1one Lakers SpectrumSN Your weird
0,ikenation WaucyyyWoa bamaddamayo Lakers AntDavis23 Take a hike Ike
0.466666667,bamaddamayo Lakers AntDavis23 So how was the super bowl bubble ring huh Lmao stfu
0,fatkevin22 hustlegangtj Lakers AntDavis23 Maybe should check why hes been out for injury and thats the reaso
0.45,I go back before Kareem came to the lakers It has been an incredible run
-0.2,ikesBro1 Lakers Ah SHIT HERE WE GO AGAIN
0,PressSec says both the Buccaneers and the Lakers will be invited to the White House We look forward to inviti
0,Lakers please keep AD out for 2 weeks Achilles tendinitis is not something to play with Especially if hes not f
0,Lakers Its show time
0,Officialj0nn Lakers SpectrumSN Even if your comments are sus Go Bucs SB Champs
-0.5,LakerFilmRoom Lakers KingJames Travel ref failed to call or dare to call cos its King James pass
0,Lakers SpectrumSN gimme three steps and the skys the limit
0.0875,LEBRON23STAN Officialj0nn Lakers SpectrumSN Any other team wins hardest ring in nba history lmaooo lebron co
0,Lakers Dont skip please watch and subscribe because its cost you nothing to do that all
0,BammyBurner Lakers SpectrumSN Bronnys not even in the league and is already in your head
0.6,jordan200019 Officialj0nn Lakers Pistons are playing like the G League this season and they just lost Derrick Rose
0,lakeshowwess Lakers They should have never traded McGhee and Howard They should have kept one of those dudes
-0.3,Go LA Lakers everyday I cant wait for the game tonight KingJames Lakers GoLALakers GoLakersForever
0,Lakers we could use him
0,Weve got 4 NBA games today to tap into warriors vs spurs cavs vs Suns Bucks vs nuggets okcthunder v
0,NotPatBev JimmerHere AngryGrandpa301 Officialj0nn Lakers Cincoro I could ask u the same question
0,Weve got 4 NBA games today to tap into warriors vs spurs cavs vs Suns Bucks vs nuggets okcthunder v
-0.25,MindedSoldier KingRowson lakeshowwess Lakers John Henson amp Dwayne Dedmon Not many options
0,Lakers SpectrumSN Lets GO Lakers W
0,Lakers SpectrumSN Dont play AD please he is hurt
-0.125,KingRowson MrIzzy0714 lakeshowwess Lakers What other options do we have besides Whiteside or Drummond
0,Lakers SpectrumSN Lets Go Lakers
0.25,JGB2412 ixsxaxcxc LEBRON23STAN Officialj0nn Lakers SpectrumSN Exactly because it wouldnt be a Mickey Mouse ring
0,JGB2412 Bladein99 Officialj0nn Lakers SpectrumSN Neither do you
0.3,Lakers Cincoro All I see is 4 wins
0.5,Lakers SpectrumSN Win a real ring frauds
0,BammyBurner Lakers SpectrumSN Dummy
0,JGB2412 Lakers SpectrumSN He has 3
-0.016666667,Lakers SpectrumSN Hold out AntDavis23 for as long as possible Cant risk the next 45 years over 40 games
0,BammyBurner Lakers SpectrumSN Is it cocaine
0.189444444,Lakers AntDavis23 Thats so not true he is a very good player but half the time its like hes not even on the c
0,BammyBurner Lakers SpectrumSN He has 4 rings dummy
0.5,Lakers SpectrumSN CURRY BETTER
0,ixsxaxcxc LEBRON23STAN Officialj0nn Lakers SpectrumSN Bet you wouldnt be saying that if the Nuggets won
0,Lakers SpectrumSN Lebron might need to go for 40
0.4,Lakers SpectrumSN If you have a free minute please check out some of the edits that we make Feedback is always
0,Bladein99 Officialj0nn Lakers SpectrumSN He doesnt have 1
0.25,Lakers Cincoro Looks like two wins and 4 days ready for AD
0,allstarvg Lakers SpectrumSN Lecumshot has no rings in my eyes2012 Superteam2013 Superteam2016 suspensi
-0.3,Officialj0nn Lakers SpectrumSN Common W
0.136363636,morganmukungi Officialj0nn Lakers Cincoro fr hes probably jacking off and being like oooohhhhhh new lebron tweet hehehehehehe
0,LEBRON23STAN Lakers SpectrumSN Lecumshot has no rings in my eyes2012 Superteam2013 Superteam2016 suspen
0,Officialj0nn Lakers SpectrumSN Get a life
0,allstarvg Lakers SpectrumSN Lecumshot has no rings in my eyes2012 Superteam2013 Superteam2016 suspensi
0,allstarvg AtlanticArctic Lakers SpectrumSN Counter bc ur team is a fraud
